C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_390.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_390.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_390.jpg,0,0,0,5.437716
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_467.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_467.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_467.jpg,0,0,0,5.394027
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_543.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_543.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_543.jpg,0,0,0,5.35069
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_614.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_614.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_614.jpg,0,0,0,5.318415
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_688.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_688.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_688.jpg,0,0,0,5.275684
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_760.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_760.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_760.jpg,0,0,0,5.243861
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_833.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_833.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_833.jpg,0,0,0,5.201727
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_899.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_899.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_899.jpg,0,0,0,5.170349
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_26_969.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_26_969.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_26_969.jpg,0,0,0,5.1288
C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\center_2020_07_15_15_59_27_044.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\left_2020_07_15_15_59_27_044.jpg,C:\Users\janic\OneDrive\Documents\GitHub\CarND-Behavioral-Cloning-P4\Behavioral-Cloning\Data\Round1\IMG\right_2020_07_15_15_59_27_044.jpg,0,0,0,5.08759
